id,venue_name,city,venue_id,toss_won,decision,pom,winner,1st_innings_score,2nd_innings_score,home_team,away_team,season,super_over,points,home_overs,home_score,home_wickets,home_key_batter,home_key_bowler,away_overs,away_score,away_wickets,away_key_batter,away_key_bowler,home_pp_runs_scored,home_middle_runs_scored,home_death_runs_scored,home_pp_wickets_lost,middle_wickets_lost,death_wickets_lost,away_pp_runs_scored,away_middle_runs_scored,away_death_runs_scored,away_pp_wickets_lost,away_middle_wickets_lost,away_death_wickets_lost,better_team
1136582.0,"Feroz Shah Kotla, Delhi", Delhi,58040,DC,BOWL FIRST,Ankit Rajpoot,KXIP,143/8,139/8,DC,KXIP,2018,False,"Kings XI Punjab 2, Delhi Daredevils 0",20.0,139,8,"Shreyas Iyer , Rahul Tewatia ","Liam Plunkett, Trent Boult",20.0,143,8,"Karun Nair , David Miller ","Ankit Rajpoot, Andrew Tye",48,48,43,3,3,3,51,49,43,2,2,2,KXIP
1136583.0,"Wankhede Stadium, Mumbai", Mumbai,58324,MI,BOWL FIRST,Rashid Khan,SRH,118,87,MI,SRH,2018,False,"Sunrisers Hyderabad 2, Mumbai Indians 0",18.5,87,10,"Suryakumar Yadav , Krunal Pandya ","Mayank Markande, Hardik Pandya",20.0,118,10,"Kane Williamson , Yusuf Pathan ","Siddarth Kaul, Basil Thampi",22,55,8,3,3,3,51,55,14,4,4,4,MI
1136584.0,"M Chinnaswamy Stadium, Bengaluru", Bengaluru,57897,CSK,BOWL FIRST,MS Dhoni,CSK,205/8,207/5,RCB,CSK,2018,False,"Chennai Super Kings 2, Royal Challengers Bangalore 0",20.0,205,8,"AB de Villiers , Quinton de Kock ","Yuzvendra Chahal, Umesh Yadav",19.4,207,5,"Ambati Rayudu , MS Dhoni *","Dwayne Bravo, Imran Tahir",52,90,63,1,1,1,55,80,55,2,2,2,CSK
1136585.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad", Hyderabad,58142,KXIP,BOWL FIRST,Ankit Rajpoot,SRH,132/6,119,SRH,KXIP,2018,False,"Sunrisers Hyderabad 2, Kings XI Punjab 0",20.0,132,6,"Manish Pandey , Shakib Al Hasan ","Rashid Khan, Sandeep Sharma",19.2,119,10,"KL Rahul , Chris Gayle ","Ankit Rajpoot, Mujeeb Ur Rahman",37,60,35,3,3,3,44,47,27,0,0,0,SRH
1136586.0,"Feroz Shah Kotla, Delhi", Delhi,58040,KKR,BOWL FIRST,Shreyas Iyer,DC,219/4,164/9,DC,KKR,2018,False,"Delhi Daredevils 2, Kolkata Knight Riders 0",20.0,219,4,"Shreyas Iyer *, Prithvi Shaw ","Amit Mishra, Avesh Khan",20.0,164,9,"Andre Russell , Shubman Gill ","Piyush Chawla, Andre Russell",57,83,79,0,0,0,51,89,24,4,4,4,DC
1136587.0,"Maharashtra Cricket Association Stadium, Pune", Pune,545380,MI,BOWL FIRST,Rohit Sharma,MI,169/5,170/2,CSK,MI,2018,False,"Mumbai Indians 2, Chennai Super Kings 0",20.0,169,5,"Suresh Raina *, Ambati Rayudu ","Harbhajan Singh, Dwayne Bravo",19.4,170,2,"Rohit Sharma *, Evin Lewis ","Mitchell McClenaghan, Krunal Pandya",51,66,52,1,1,1,50,73,42,0,0,0,MI
1136588.0,"Sawai Mansingh Stadium, Jaipur", Jaipur,58162,SRH,BAT FIRST,Kane Williamson,SRH,151/7,140/6,RR,SRH,2018,False,"Sunrisers Hyderabad 2, Rajasthan Royals 0",20.0,140,6,"Ajinkya Rahane *, Sanju Samson ","Jofra Archer, Krishnappa Gowtham",20.0,151,7,"Kane Williamson , Alex Hales ","Siddarth Kaul, Sandeep Sharma",43,59,38,1,1,1,39,81,31,1,1,1,SRH
1136589.0,"M Chinnaswamy Stadium, Bengaluru", Bengaluru,57897,KKR,BOWL FIRST,Chris Lynn,KKR,175/4,176/4,RCB,KKR,2018,False,"Kolkata Knight Riders 2, Royal Challengers Bangalore 0",20.0,175,4,"Virat Kohli *, Brendon McCullum ","Murugan Ashwin, Mohammed Siraj",19.1,176,4,"Chris Lynn *, Robin Uthappa ","Andre Russell, Kuldeep Yadav",40,69,66,0,0,0,51,73,48,0,0,0,KKR
1136590.0,"Maharashtra Cricket Association Stadium, Pune", Pune,545380,DC,BOWL FIRST,Shane Watson,CSK,211/4,198/5,CSK,DC,2018,False,"Chennai Super Kings 2, Delhi Daredevils 0",20.0,211,4,"Shane Watson , MS Dhoni *","KM Asif, Lungi Ngidi",20.0,198,5,"Rishabh Pant , Vijay Shankar *","Glenn Maxwell, Amit Mishra",56,81,74,0,0,0,59,69,70,2,2,2,CSK
1136591.0,"M Chinnaswamy Stadium, Bengaluru", Bengaluru,57897,MI,BOWL FIRST,Tim Southee,RCB,167/7,153/7,RCB,MI,2018,False,"Royal Challengers Bangalore 2, Mumbai Indians 0",20.0,167,7,"Manan Vohra , Brendon McCullum ","Tim Southee, Mohammed Siraj",20.0,153,7,"Hardik Pandya , Krunal Pandya ","Hardik Pandya, Jasprit Bumrah",43,80,44,1,1,1,40,66,47,3,3,3,RCB
1136592.0,"Feroz Shah Kotla, Delhi", Delhi,58040,RR,BOWL FIRST,Rishabh Pant,DC,196/6,146/5,DC,RR,2018,False,"Delhi Daredevils 2, Rajasthan Royals 0",17.1,196,6,"Rishabh Pant , Shreyas Iyer ","Trent Boult, Amit Mishra",12.0,146,5,"Jos Buttler , D'Arcy Short ","Jaydev Unadkat, Jofra Archer",62,110,24,1,1,1,79,67,0,0,0,0,DC
1136593.0,"Eden Gardens, Kolkata", Kolkata,57980,KKR,BOWL FIRST,Sunil Narine,KKR,177/5,180/4,KKR,CSK,2018,False,"Kolkata Knight Riders 2, Chennai Super Kings 0",17.4,180,4,"Shubman Gill *, Dinesh Karthik *","Sunil Narine, Piyush Chawla",20.0,177,5,"MS Dhoni *, Shane Watson ","Harbhajan Singh, Ravindra Jadeja",56,85,24,2,2,2,57,64,56,1,1,1,KKR
1136594.0,"Holkar Cricket Stadium, Indore", Indore,58150,MI,BOWL FIRST,Suryakumar Yadav,MI,174/6,176/4,KXIP,MI,2018,False,"Mumbai Indians 2, Kings XI Punjab 0",20.0,174,6,"Chris Gayle , Marcus Stoinis *","Mujeeb Ur Rahman, Andrew Tye",19.0,176,4,"Suryakumar Yadav , Krunal Pandya *","Jasprit Bumrah, Mitchell McClenaghan",49,74,51,0,0,0,39,79,58,1,1,1,MI
1136595.0,"Maharashtra Cricket Association Stadium, Pune", Pune,545380,CSK,BOWL FIRST,Ravindra Jadeja,CSK,127/9,128/4,CSK,RCB,2018,False,"Chennai Super Kings 2, Royal Challengers Bangalore 0",18.0,128,4,"Ambati Rayudu , MS Dhoni *","Ravindra Jadeja, Harbhajan Singh",20.0,127,9,"Parthiv Patel , Tim Southee *","Umesh Yadav, Colin de Grandhomme",42,47,39,1,1,1,47,42,38,1,1,1,CSK
1136596.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad", Hyderabad,58142,DC,BAT FIRST,Rashid Khan,SRH,163/5,164/3,SRH,DC,2018,False,"Sunrisers Hyderabad 2, Delhi Daredevils 0",19.5,164,3,"Alex Hales , Shikhar Dhawan ","Rashid Khan, Siddarth Kaul",20.0,163,5,"Prithvi Shaw , Shreyas Iyer ","Amit Mishra, Liam Plunkett",61,54,35,0,0,0,60,65,38,1,1,1,SRH
1136597.0,"Wankhede Stadium, Mumbai", Mumbai,58324,KKR,BOWL FIRST,Hardik Pandya,MI,181/4,168/6,MI,KKR,2018,False,"Mumbai Indians 2, Kolkata Knight Riders 0",20.0,181,4,"Suryakumar Yadav , Evin Lewis ","Hardik Pandya, Mitchell McClenaghan",20.0,168,6,"Robin Uthappa , Dinesh Karthik *","Andre Russell, Sunil Narine",56,76,49,0,0,0,47,75,46,2,2,2,MI
1136598.0,"Holkar Cricket Stadium, Indore", Indore,58150,KXIP,BOWL FIRST,Mujeeb Ur Rahman,KXIP,152/9,155/4,KXIP,RR,2018,False,"Kings XI Punjab 2, Rajasthan Royals 0",18.4,155,4,"KL Rahul *, Karun Nair ","Mujeeb Ur Rahman, Andrew Tye",20.0,152,9,"Jos Buttler , Sanju Samson ","Krishnappa Gowtham, Ben Stokes",34,68,39,2,2,2,45,65,52,2,2,2,KXIP
1136599.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad", Hyderabad,58142,RCB,BOWL FIRST,Kane Williamson,SRH,146,141/6,SRH,RCB,2018,False,"Sunrisers Hyderabad 2, Royal Challengers Bangalore 0",20.0,146,10,"Kane Williamson , Shakib Al Hasan ","Shakib Al Hasan, Sandeep Sharma",20.0,141,6,"Virat Kohli , Colin de Grandhomme ","Mohammed Siraj, Tim Southee",38,67,41,2,2,2,55,47,39,1,1,1,SRH
1136600.0,"Sawai Mansingh Stadium, Jaipur", Jaipur,58162,RR,BAT FIRST,Jos Buttler,RR,158/8,143/7,RR,KXIP,2018,False,"Rajasthan Royals 2, Kings XI Punjab 0",20.0,158,8,"Jos Buttler , Sanju Samson ","Krishnappa Gowtham, Ish Sodhi",20.0,143,7,"KL Rahul *, Marcus Stoinis ","Andrew Tye, Mujeeb Ur Rahman",63,57,38,1,1,1,33,59,51,3,3,3,RR
1136601.0,"Eden Gardens, Kolkata", Kolkata,57980,KKR,BOWL FIRST,Ishan Kishan,MI,210/6,108,KKR,MI,2018,False,"Mumbai Indians 2, Kolkata Knight Riders 0",18.1,108,10,"Chris Lynn , Nitish Rana ","Piyush Chawla, Sunil Narine",20.0,210,6,"Ishan Kishan , Rohit Sharma ","Krunal Pandya, Hardik Pandya",47,48,13,2,2,2,47,98,43,1,1,1,MI
1136602.0,"Feroz Shah Kotla, Delhi", Delhi,58040,DC,BAT FIRST,Shikhar Dhawan,SRH,187/5,191/1,DC,SRH,2018,False,"Sunrisers Hyderabad 2, Delhi Daredevils 0",20.0,187,5,"Rishabh Pant *, Harshal Patel ","Harshal Patel, Glenn Maxwell",18.5,191,1,"Shikhar Dhawan *, Kane Williamson *","Shakib Al Hasan, Bhuvneshwar Kumar",38,73,61,2,2,2,51,101,28,1,1,1,SRH
1136603.0,"Sawai Mansingh Stadium, Jaipur", Jaipur,58162,CSK,BAT FIRST,Jos Buttler,RR,176/4,177/6,RR,CSK,2018,False,"Rajasthan Royals 2, Chennai Super Kings 0",19.5,177,6,"Jos Buttler *, Stuart Binny ","Jofra Archer, Ish Sodhi",20.0,176,4,"Suresh Raina , Shane Watson ","Shardul Thakur, Ravindra Jadeja",57,65,43,2,2,2,55,72,49,1,1,1,RR
1136604.0,"Holkar Cricket Stadium, Indore", Indore,58150,KXIP,BOWL FIRST,Sunil Narine,KKR,245/6,214/8,KXIP,KKR,2018,False,"Kolkata Knight Riders 2, Kings XI Punjab 0",20.0,214,8,"KL Rahul , Ravichandran Ashwin ","Andrew Tye, Mohit Sharma",20.0,245,6,"Sunil Narine , Dinesh Karthik ","Andre Russell, Prasidh Krishna",58,92,64,2,2,2,59,110,76,1,1,1,KKR
1136605.0,"Feroz Shah Kotla, Delhi", Delhi,58040,RCB,BOWL FIRST,AB de Villiers,RCB,181/4,187/5,DC,RCB,2018,False,"Royal Challengers Bangalore 2, Delhi Daredevils 0",20.0,181,4,"Rishabh Pant , Abhishek Sharma *","Trent Boult, Sandeep Lamichhane",19.0,187,5,"AB de Villiers *, Virat Kohli ","Yuzvendra Chahal, Moeen Ali",44,76,61,2,2,2,58,89,40,2,2,2,RCB
1136606.0,"Maharashtra Cricket Association Stadium, Pune", Pune,545380,CSK,BOWL FIRST,Ambati Rayudu,CSK,179/4,180/2,CSK,SRH,2018,False,"Chennai Super Kings 2, Sunrisers Hyderabad 0",19.0,180,2,"Ambati Rayudu *, Shane Watson ","Shardul Thakur, Deepak Chahar",20.0,179,4,"Shikhar Dhawan , Kane Williamson ","Sandeep Sharma, Rashid Khan",53,90,37,0,0,0,29,101,49,1,1,1,CSK
1136607.0,"Wankhede Stadium, Mumbai", Mumbai,58324,RR,BOWL FIRST,Jos Buttler,RR,168/6,171/3,MI,RR,2018,False,"Rajasthan Royals 2, Mumbai Indians 0",20.0,168,6,"Evin Lewis , Suryakumar Yadav ","Hardik Pandya, Jasprit Bumrah",18.0,171,3,"Jos Buttler *, Ajinkya Rahane ","Jofra Archer, Ben Stokes",51,72,45,0,0,0,51,81,39,1,1,1,RR
1136610.0,"Wankhede Stadium, Mumbai", Mumbai,58324,KXIP,BOWL FIRST,Jasprit Bumrah,MI,186/8,183/5,MI,KXIP,2018,False,"Mumbai Indians 2, Kings XI Punjab 0",20.0,186,8,"Kieron Pollard , Krunal Pandya ","Jasprit Bumrah, Mitchell McClenaghan",20.0,183,5,"KL Rahul , Aaron Finch ","Andrew Tye, Ravichandran Ashwin",60,91,35,3,3,3,57,70,56,1,1,1,MI
1136611.0,"M Chinnaswamy Stadium, Bengaluru", Bengaluru,57897,SRH,BOWL FIRST,AB de Villiers,RCB,218/6,204/3,RCB,SRH,2018,False,"Royal Challengers Bangalore 2, Sunrisers Hyderabad 0",20.0,218,6,"AB de Villiers , Moeen Ali ","Yuzvendra Chahal, Moeen Ali",20.0,204,3,"Kane Williamson , Manish Pandey *","Rashid Khan, Siddarth Kaul",44,105,69,2,2,2,56,96,52,1,1,1,RCB
1136612.0,"Feroz Shah Kotla, Delhi", Delhi,58040,CSK,BOWL FIRST,Harshal Patel,DC,162/5,128/6,DC,CSK,2018,False,"Delhi Daredevils 2, Chennai Super Kings 0",20.0,162,5,"Rishabh Pant , Harshal Patel *","Trent Boult, Amit Mishra",20.0,128,6,"Ambati Rayudu , Ravindra Jadeja *","Lungi Ngidi, Ravindra Jadeja",39,63,60,1,1,1,44,50,34,0,0,0,DC
1136613.0,"Sawai Mansingh Stadium, Jaipur", Jaipur,58162,RR,BAT FIRST,Shreyas Gopal,RR,164/5,134,RR,RCB,2018,False,"Rajasthan Royals 2, Royal Challengers Bangalore 0",20.0,164,5,"Rahul Tripathi *, Ajinkya Rahane ","Shreyas Gopal, Ben Laughlin",19.2,134,10,"AB de Villiers , Parthiv Patel ","Umesh Yadav, Mohammed Siraj",45,68,51,1,1,1,55,53,22,1,1,1,RR
1136614.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad", Hyderabad,58142,SRH,BAT FIRST,Chris Lynn,KKR,172/9,173/5,SRH,KKR,2018,False,"Kolkata Knight Riders 2, Sunrisers Hyderabad 0",20.0,172,9,"Shikhar Dhawan , Kane Williamson ","Siddarth Kaul, Carlos Brathwaite",19.4,173,5,"Chris Lynn , Robin Uthappa ","Prasidh Krishna, Sunil Narine",60,81,31,0,0,0,66,66,36,1,1,1,KKR
1136615.0,"Feroz Shah Kotla, Delhi", Delhi,58040,DC,BAT FIRST,Amit Mishra,DC,174/4,163,DC,MI,2018,False,"Delhi Daredevils 2, Mumbai Indians 0",20.0,174,4,"Rishabh Pant , Vijay Shankar *","Amit Mishra, Sandeep Lamichhane",19.3,163,10,"Evin Lewis , Ben Cutting ","Krunal Pandya, Jasprit Bumrah",46,74,54,2,2,2,57,65,35,1,1,1,DC
1136616.0,"Maharashtra Cricket Association Stadium, Pune", Pune,545380,CSK,BOWL FIRST,Lungi Ngidi,CSK,153,159/5,CSK,KXIP,2018,False,"Chennai Super Kings 2, Kings XI Punjab 0",19.1,159,5,"Suresh Raina *, Deepak Chahar ","Lungi Ngidi, Shardul Thakur",20.0,153,10,"Karun Nair , Manoj Tiwary ","Ankit Rajpoot, Ravichandran Ashwin",33,69,51,3,3,3,29,73,51,3,3,3,CSK
1136617.0,"Wankhede Stadium, Mumbai", Mumbai,58324,CSK,BOWL FIRST,Faf du Plessis,CSK,139/7,140/8,SRH,CSK,2018,False,None,20.0,139,7,"Carlos Brathwaite *, Kane Williamson ","Rashid Khan, Siddarth Kaul",19.1,140,8,"Faf du Plessis *, Suresh Raina ","Dwayne Bravo, Ravindra Jadeja",47,41,51,3,3,3,33,59,42,3,3,3,CSK
1136618.0,"Eden Gardens, Kolkata", Kolkata,57980,RR,BOWL FIRST,Andre Russell,KKR,169/7,144/4,KKR,RR,2018,False,None,20.0,169,7,"Dinesh Karthik , Andre Russell *","Piyush Chawla, Kuldeep Yadav",20.0,144,4,"Sanju Samson , Ajinkya Rahane ","Krishnappa Gowtham, Jofra Archer",46,68,55,3,3,3,51,60,33,1,1,1,KKR
1136619.0,"Eden Gardens, Kolkata", Kolkata,57980,KKR,BOWL FIRST,Rashid Khan,SRH,174/7,160/9,KKR,SRH,2018,False,None,20.0,160,9,"Chris Lynn , Shubman Gill ","Kuldeep Yadav, Sunil Narine",20.0,174,7,"Wriddhiman Saha , Rashid Khan *","Rashid Khan, Carlos Brathwaite",67,51,42,1,1,1,45,68,61,0,0,0,SRH
1136620.0,"Wankhede Stadium, Mumbai", Mumbai,58324,CSK,BOWL FIRST,Shane Watson,CSK,178/6,181/2,CSK,SRH,2018,False,None,18.3,181,2,"Shane Watson *, Suresh Raina ","Lungi Ngidi, Karn Sharma",20.0,178,6,"Kane Williamson , Yusuf Pathan *","Carlos Brathwaite, Sandeep Sharma",35,111,31,1,1,1,42,84,46,1,1,1,CSK
1082591.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad", Hyderabad,58142,RCB,BOWL FIRST,Yuvraj Singh,SRH,207/4,172,SRH,RCB,2017,False,"Sunrisers Hyderabad 2, Royal Challengers Bangalore 0",20.0,207,4,"Yuvraj Singh , Moises Henriques ","Bhuvneshwar Kumar, Rashid Khan",19.4,172,10,"Chris Gayle , Kedar Jadhav ","Yuzvendra Chahal, Tymal Mills",59,92,56,1,1,1,54,85,26,1,1,1,SRH
1082592.0,"Maharashtra Cricket Association Stadium, Pune", Pune,545380,RPS,BOWL FIRST,Steven Smith,RPS,184/8,187/3,RPS,MI,2017,False,"Rising Pune Supergiant 2, Mumbai Indians 0",19.5,187,3,"Steven Smith *, Ajinkya Rahane ","Imran Tahir, Rajat Bhatia",20.0,184,8,"Jos Buttler , Hardik Pandya *","Tim Southee, Hardik Pandya",59,80,33,1,1,1,61,59,64,1,1,1,RPS
1082593.0,"Saurashtra Cricket Association Stadium, Rajkot", Rajkot,377285,KKR,BOWL FIRST,Chris Lynn,KKR,183/4,184/0,GT,KKR,2017,False,"Kolkata Knight Riders 2, Gujarat Lions 0",14.5,184,0,"Chris Lynn *, Gautam Gambhir *","Kuldeep Yadav, Piyush Chawla",14.5,184,0,"Chris Lynn *, Gautam Gambhir *","Kuldeep Yadav, Piyush Chawla",73,89,0,0,0,0,73,89,0,0,0,0,KKR
1082594.0,"Holkar Cricket Stadium, Indore", Indore,58150,KXIP,BOWL FIRST,Glenn Maxwell,KXIP,163/6,164/4,KXIP,RPS,2017,False,"Kings XI Punjab 2, Rising Pune Supergiant 0",19.0,164,4,"Glenn Maxwell *, David Miller *","Sandeep Sharma, Axar Patel",20.0,163,6,"Ben Stokes , Manoj Tiwary *","Imran Tahir, Rahul Chahar",56,72,36,2,2,2,35,73,55,1,1,1,KXIP
1082595.0,"M Chinnaswamy Stadium, Bangalore", Bangalore,57897,RCB,BAT FIRST,Kedar Jadhav,RCB,157/8,142/9,RCB,DC,2017,False,"Royal Challengers Bangalore 2, Delhi Daredevils 0",20.0,157,8,"Kedar Jadhav , Shane Watson ","Pawan Negi, Billy Stanlake",20.0,142,9,"Rishabh Pant , Sam Billings ","Chris Morris, Zaheer Khan",41,80,36,2,2,2,43,70,29,2,2,2,RCB
1082596.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad", Hyderabad,58142,SRH,BOWL FIRST,Rashid Khan,SRH,135/7,140/1,SRH,GT,2017,False,"Sunrisers Hyderabad 2, Gujarat Lions 0",15.3,140,1,"David Warner *, Moises Henriques *","Rashid Khan, Bhuvneshwar Kumar",15.3,140,1,"David Warner *, Moises Henriques *","Rashid Khan, Bhuvneshwar Kumar",59,72,0,1,1,1,59,72,0,1,1,1,GT
1082597.0,"Wankhede Stadium, Mumbai", Mumbai,58324,MI,BOWL FIRST,Nitish Rana,MI,178/7,180/6,MI,KKR,2017,False,"Mumbai Indians 2, Kolkata Knight Riders 0",19.5,180,6,"Nitish Rana , Parthiv Patel ","Krunal Pandya, Lasith Malinga",20.0,178,7,"Manish Pandey *, Chris Lynn ","Ankit Rajpoot, Sunil Narine",49,66,53,0,0,0,59,58,61,2,2,2,MI
1082598.0,"Holkar Cricket Stadium, Indore", Indore,58150,RCB,BAT FIRST,Axar Patel,KXIP,148/4,150/2,KXIP,RCB,2017,False,"Kings XI Punjab 2, Royal Challengers Bangalore 0",14.3,150,2,"Hashim Amla *, Glenn Maxwell *","Varun Aaron, Axar Patel",20.0,148,4,"AB de Villiers *, Mandeep Singh ","Yuzvendra Chahal, Tymal Mills",62,81,0,1,1,1,23,48,70,3,3,3,KXIP
1082599.0,"Maharashtra Cricket Association Stadium, Pune", Pune,545380,RPS,BOWL FIRST,Sanju Samson,DC,205/4,108,RPS,DC,2017,False,"Delhi Daredevils 2, Rising Pune Supergiant 0",16.1,108,10,"Mayank Agarwal , Rajat Bhatia ","Imran Tahir, Adam Zampa",20.0,205,4,"Sanju Samson , Chris Morris *","Amit Mishra, Zaheer Khan",50,56,2,3,3,3,62,61,59,1,1,1,DC
1082600.0,"Wankhede Stadium, Mumbai", Mumbai,58324,MI,BOWL FIRST,Jasprit Bumrah,MI,158/8,159/6,MI,SRH,2017,False,"Mumbai Indians 2, Sunrisers Hyderabad 0",18.4,159,6,"Nitish Rana , Parthiv Patel ","Jasprit Bumrah, Harbhajan Singh",20.0,158,8,"David Warner , Shikhar Dhawan ","Bhuvneshwar Kumar, Rashid Khan",61,60,34,2,2,2,34,84,39,0,0,0,MI
1082601.0,"Eden Gardens, Kolkata", Kolkata,57980,KKR,BOWL FIRST,Sunil Narine,KKR,170/9,171/2,KKR,KXIP,2017,False,"Kolkata Knight Riders 2, Kings XI Punjab 0",16.3,171,2,"Gautam Gambhir *, Sunil Narine ","Umesh Yadav, Chris Woakes",20.0,170,9,"Manan Vohra , David Miller ","Axar Patel, Varun Aaron",76,81,7,1,1,1,57,77,39,1,1,1,KKR
1082602.0,"M Chinnaswamy Stadium, Bangalore", Bangalore,57897,MI,BOWL FIRST,Kieron Pollard,MI,142/5,145/6,RCB,MI,2017,False,"Mumbai Indians 2, Royal Challengers Bangalore 0",20.0,142,5,"Virat Kohli , Chris Gayle ","Samuel Badree, Stuart Binny",18.5,145,6,"Kieron Pollard , Krunal Pandya *","Mitchell McClenaghan, Hardik Pandya",41,69,34,0,0,0,21,70,42,4,4,4,MI
1082603.0,"Saurashtra Cricket Association Stadium, Rajkot", Rajkot,377285,GT,BOWL FIRST,Andrew Tye,GT,171/8,172/3,GT,RPS,2017,False,"Gujarat Lions 2, Rising Pune Supergiant 0",18.0,172,3,"Brendon McCullum , Dwayne Smith ","Andrew Tye, Dwayne Smith",20.0,171,8,"Steven Smith , Rahul Tripathi ","Shardul Thakur, Rahul Chahar",61,72,39,0,0,0,64,62,45,2,2,2,GT
1082604.0,"Eden Gardens, Kolkata", Kolkata,57980,SRH,BOWL FIRST,Robin Uthappa,KKR,172/6,155/6,KKR,SRH,2017,False,"Kolkata Knight Riders 2, Sunrisers Hyderabad 0",20.0,172,6,"Robin Uthappa , Manish Pandey ","Chris Woakes, Yusuf Pathan",20.0,155,6,"Yuvraj Singh , David Warner ","Bhuvneshwar Kumar, Rashid Khan",40,84,48,2,2,2,45,68,42,0,0,0,KKR
1082605.0,"Feroz Shah Kotla, Delhi", Delhi,58040,DC,BAT FIRST,Corey Anderson,DC,188/6,137/9,DC,KXIP,2017,False,"Delhi Daredevils 2, Kings XI Punjab 0",20.0,188,6,"Sam Billings , Corey Anderson *","Chris Morris, Pat Cummins",20.0,137,9,"Axar Patel , David Miller ","Varun Aaron, KC Cariappa",49,71,68,0,0,0,40,63,34,3,3,3,DC
1082606.0,"Wankhede Stadium, Mumbai", Mumbai,58324,MI,BOWL FIRST,Nitish Rana,MI,176/4,177/4,MI,GT,2017,False,"Mumbai Indians 2, Gujarat Lions 0",19.3,177,4,"Nitish Rana , Rohit Sharma *","Mitchell McClenaghan, Harbhajan Singh",19.3,177,4,"Nitish Rana , Rohit Sharma *","Mitchell McClenaghan, Harbhajan Singh",56,76,37,1,1,1,56,76,37,1,1,1,GT
1082607.0,"M Chinnaswamy Stadium, Bangalore", Bangalore,57897,RCB,BOWL FIRST,Ben Stokes,RPS,161/8,134/9,RCB,RPS,2017,False,"Rising Pune Supergiant 2, Royal Challengers Bangalore 0",20.0,134,9,"AB de Villiers , Virat Kohli ","Adam Milne, Sreenath Aravind",20.0,161,8,"Rahul Tripathi , Ajinkya Rahane ","Ben Stokes, Shardul Thakur",42,50,42,2,2,2,55,62,44,0,0,0,RPS
1082608.0,"Feroz Shah Kotla, Delhi", Delhi,58040,DC,BAT FIRST,Nathan Coulter-Nile,KKR,168/7,169/6,DC,KKR,2017,False,"Kolkata Knight Riders 2, Delhi Daredevils 0",20.0,168,7,"Sanju Samson , Rishabh Pant ","Zaheer Khan, Pat Cummins",19.5,169,6,"Manish Pandey *, Yusuf Pathan ","Nathan Coulter-Nile, Sunil Narine",53,57,58,0,0,0,49,86,25,3,3,3,KKR
1082609.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad", Hyderabad,58142,KXIP,BOWL FIRST,Bhuvneshwar Kumar,SRH,159/6,154,SRH,KXIP,2017,False,"Sunrisers Hyderabad 2, Kings XI Punjab 0",20.0,159,6,"David Warner *, Naman Ojha ","Bhuvneshwar Kumar, Rashid Khan",19.4,154,10,"Manan Vohra , Eoin Morgan ","Mohit Sharma, Axar Patel",29,79,51,1,1,1,51,53,45,2,2,2,SRH
1082610.0,"Saurashtra Cricket Association Stadium, Rajkot", Rajkot,377285,GT,BOWL FIRST,Chris Gayle,RCB,213/2,192/7,GT,RCB,2017,False,"Royal Challengers Bangalore 2, Gujarat Lions 0",20.0,192,7,"Brendon McCullum , Ishan Kishan ","Basil Thampi, Dhawal Kulkarni",20.0,213,2,"Chris Gayle , Virat Kohli ","Yuzvendra Chahal, Pawan Negi",57,82,53,2,2,2,45,108,60,0,0,0,RCB
1082611.0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad", Hyderabad,58142,SRH,BAT FIRST,Kane Williamson,SRH,191/4,176/5,SRH,DC,2017,False,"Sunrisers Hyderabad 2, Delhi Daredevils 0",20.0,191,4,"Kane Williamson , Shikhar Dhawan ","Mohammed Siraj, Yuvraj Singh",20.0,176,5,"Shreyas Iyer *, Sanju Samson ","Chris Morris, Jayant Yadav",39,96,56,1,1,1,56,71,49,1,1,1,SRH
1082612.0,"Holkar Cricket Stadium, Indore", Indore,58150,MI,BOWL FIRST,Jos Buttler,MI,198/4,199/2,KXIP,MI,2017,False,"Mumbai Indians 2, Kings XI Punjab 0",20.0,198,4,"Hashim Amla *, Glenn Maxwell ","Mohit Sharma, Marcus Stoinis",15.3,199,2,"Jos Buttler , Nitish Rana *","Mitchell McClenaghan, Krunal Pandya",46,93,49,1,1,1,82,109,0,1,1,1,MI
1082613.0,"Eden Gardens, Kolkata", Kolkata,57980,GT,BOWL FIRST,Suresh Raina,GT,187/5,188/6,KKR,GT,2017,False,"Gujarat Lions 2, Kolkata Knight Riders 0",20.0,187,5,"Robin Uthappa , Sunil Narine ","Kuldeep Yadav, Nathan Coulter-Nile",18.2,188,6,"Suresh Raina , Brendon McCullum ","Suresh Raina, James Faulkner",65,76,44,1,1,1,72,74,37,1,1,1,GT
